,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN
70727,4604280,No 1 Mine,C,Underground,Abandoned and Sealed,06/01/1983,C04386,Bryant James,P05301,Greenbriar Mining Company Inc,WV,46,89,Summers,3.0,Other,10/01/1974,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.875,37.8167,,,0.0,,,,N,N,N,N,N,0,,Lockbridge
70728,4604503,No 1 Deep,C,Underground,Abandoned and Sealed,06/22/1984,C03548,Roy L  McCoy,P07936,Extractors Inc,WV,46,109,Wyoming,3.0,Other,11/18/1977,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.7108,37.9981,,,0.0,,,,N,N,N,N,N,0,,Itmann
70741,4605700,No 18,C,Underground,Abandoned and Sealed,07/27/1992,C14090,Muncy Danny L,P20788,Star Buck Coal Inc,WV,46,47,Mcdowell,3.0,Other,02/05/1991,C12,C1202,Princeton WV Field Office,460570003559A,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,11/13/1984,N,,0,,,,0.0,N,81.4272,37.4281,36.0,,0.0,,,,N,N,N,N,Y,0,,Keystone
70742,4605926,Mlm #2,C,Surface,Abandoned,09/20/1982,C00696,White Richard N,P07121,M L M Corp,WV,46,97,Upshur,2.0,Corporation,11/01/1978,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.2222,39.0589,,,,0.0,0.0,,N,N,N,N,N,0,,Hodgesville
70743,4605952,Mine No Tb-1,C,Underground,Abandoned,10/01/1980,C07958,Clifton Don,P10430,Trace Branch Associates Ltd,WV,46,109,Wyoming,3.0,Other,01/01/1979,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,81.383333,37.6,,,0.0,,,,N,N,N,N,N,0,,Mullens
70744,3609189,Auger #1,C,Surface,NonProducing,01/17/2012,0101545,John W  Preece,0119508,"WV Industrial Services, Inc.",WV,46,81,Raleigh,3.0,Corporation,08/15/2011,C04,C0401,Mt. Hope WV Field Office,000271802,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,Y,54.0,5,0.0,0.0,1.0,1.0,N,81.155277,37.6225,,,,,0.0,,N,N,N,N,N,0,From I-64 take Odd road 1.5 miles to Trailblazer Drive.  Operation is on the right.,Ghent
70745,4605998,No 2-A Mine,C,Underground,Abandoned,07/11/1980,C02687,Dotson Boody,P03166,Big Valley Coal Company Inc,WV,46,101,Webster,3.0,Other,05/01/1979,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70747,4609047,Daniel Hollow Refuse Facility,C,Facility,Abandoned,03/24/2006,C15561,Arch Coal Inc,P21148,Mingo Logan Coal Company,WV,46,45,Logan,3.0,Corporation,06/16/2004,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.794166,37.913055,,,,,0.0,,N,N,N,N,N,0,"2 Miles South of Sharples, WV on State Route 17, Left into Seng Camp",Sharples
70821,4601351,Surface Mine #1,C,Surface,Abandoned,12/09/1992,0071611,Patriot Coal Corporation,P18607,Arch Of West Virginia,WV,46,39,Kanawha,2.0,Corporation,01/01/1993,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.399722,38.254722,90.0,,,,1.0,,N,N,N,N,Y,0,,Shrewsbury
70822,4601505,Hunter Mine,C,Underground,Abandoned and Sealed,07/03/1984,C08050,Mauss Egon,P10702,Kenley Mining Company,WV,46,81,Raleigh,3.0,Other,11/15/1979,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.1567,37.6456,30.0,,0.0,,,,N,N,N,N,N,0,,Whitby
70828,4603884,No 236 Mine,C,Underground,Abandoned and Sealed,01/04/1983,C03674,Crook Norman E,P10350,No Coal Inc,WV,46,109,Wyoming,3.0,Other,02/20/1980,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.3461,37.6133,38.0,,0.0,,,,N,N,N,N,N,0,,Wyco
70831,4602066,#18 Strip,C,Underground,Abandoned,04/05/1973,C00341,ITT Corporation,P00431,Carbon Fuel Company,WV,46,39,Kanawha,2.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
70865,4604255,Freeport No 1 Mine,C,Underground,Abandoned and Sealed,10/03/1981,C00329,American Electric Power Company Inc,P00229,Southern Appalachian Coal Company,WV,46,5,Boone,3.0,Other,08/01/1974,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/03/1981,N,,0,,,,0.0,N,81.877777,38.183055,51.0,,0.0,,0.0,,N,N,N,N,N,0,,Julian
70872,4604728,Clay Branch #3,C,Underground,Abandoned and Sealed,03/22/1988,C12099,Justice Shaye,P17157,Shaybeth Mining Inc,WV,46,109,Wyoming,3.0,Other,07/24/1985,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.6883,37.6789,60.0,,0.0,,,,N,N,N,N,N,0,,Coal Mountain
70873,4604807,17 Junior Ramp,C,Facility,Abandoned,09/30/1989,C00613,Occidental Petroleum Corp,P00737,Island Creek Coal Company,WV,46,59,Mingo,3.0,Other,07/15/1975,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1979,N,,0,,,,0.0,N,82.1167,37.6392,,,,,,,N,N,N,N,Y,0,,Red Jacket
70919,4605449,Amonate Preparation Plant,C,Facility,Active,02/28/2012,C00692,CONSOL Energy Inc,P00812,Consolidation Coal Company,WV,46,47,Mcdowell,3.0,Corporation,03/01/1977,C12,C1202,Princeton WV Field Office,000290087,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,04/01/1978,N,,6,8.0,1.0,1.0,16.0,N,81.658333,37.211666,,,,,0.0,,N,N,N,N,Y,48,"Start: Depart Gott Rd, Princeton, WV 24740 on SR-20 [New Hope Rd] (East) < 0.1   1: Turn RIGHT (South) onto Morrison Dr 0.7   2: Turn RIGHT (South-West) onto US-19 [Bluefield Rd] 6.9   3: Continue (South) on US-460 0.9   4: Bear RIGHT (South-West) onto US-52 [US-460] 0.7   5: Bear LEFT (South) onto US-460 8.7   6: Entering Virginia     7: Bear LEFT (South-West) onto US-19 [US-460] 19.4   8: Turn RIGHT (North) onto SR-637 < 0.1   9: Continue (North) on SR-637 [SR-765] 0.3   10: Bear LEFT (North) onto SR-637 1.4   11: Bear RIGHT (North) onto SR-631 0.2   12: Continue (North) on SR-637 6.7   13: Continue (North) on SR-643 1.3   14: Bear LEFT (West) onto SR-624 0.2   End: Arrive Amonate, Virginia",Amonate
70964,4605490,Mine No 26 - Kelly Hatfield,C,Underground,Abandoned and Sealed,10/20/1984,C03658,Younce Leonard,P04447,New River Fuel Inc,WV,46,5,Boone,3.0,Other,08/27/1981,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.7764,37.8744,68.0,,0.0,,,,N,N,N,N,Y,0,,Clothier
70965,4605533,#8,C,Underground,Abandoned and Sealed,10/01/1979,C01168,Union Carbide Corp,P01413,Union Carbide Corp-Metals Division,WV,46,39,Kanawha,2.0,Other,06/01/1977,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.2533,38.2808,72.0,,0.0,,,,N,N,N,N,Y,0,,Pond Gap
70967,4609026,Ewing Fork No. 1 Surface Mine,C,Surface,Active,10/01/2004,0041211,"Alpha Natural Resources, Inc.",P23635,"Simmons Fork Mining, Inc.",WV,46,81,Raleigh,3.0,Corporation,02/20/2004,C04,C0401,Mt. Hope WV Field Office,000290241,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,6,10.0,2.0,2.0,51.0,N,81.314166,37.916388,48.0,,,5.0,1.0,,N,N,Y,N,N,0,"I-77N to Exit 54 (Pax).  Turn left at bottom of exit ramp.  Travel approximately two miles to top of Coal River Mountain.  At four-way intersection, turn right (Pax North)- go to guard station.  Route not intended for inclement weather.",Pax
70970,4605676,No 23 Mine,C,Underground,Abandoned and Sealed,03/05/1980,C00448,Demotto Carlo,P00541,Demotto Peerless Coal Company Inc,WV,46,83,Randolph,2.0,Other,11/01/1977,C03,C0303,Bridgeport WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,08/31/1982,N,,0,,,,0.0,N,80.2375,38.5842,,,0.0,,,,N,N,N,N,N,0,,Pickens
70971,4605873,Number 1 Mine,C,Underground,Abandoned,02/02/1984,C10433,Riddle Rodney,P14381,Stockton Fuels Inc,WV,46,67,Nicholas,2.0,Other,12/08/1982,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.658055,38.414722,48.0,,0.0,,0.0,,N,N,N,N,N,0,,Tioga
70976,4606151,Mine No 1,C,Underground,Abandoned and Sealed,06/28/1983,C01820,Lebkuecher Ralph P,P02141,Eastern Resources Inc,WV,46,15,Clay,2.0,Other,04/01/1980,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.1792,38.4622,,,0.0,,,,N,N,N,N,N,0,,Procious
70978,4606940,Mine #1,C,Surface,Abandoned,08/02/1989,C11914,Blaine  Jennings,P16840,Rebekah Coal Company Inc,WV,46,77,Preston,1.0,Other,05/01/1985,C03,C0301,Morgantown WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,08/14/1985,N,,0,,,,0.0,N,79.8042,39.5914,42.0,,,0.0,0.0,,N,N,N,N,N,0,,Independence
70979,4609355,Beckley Seam Mine,C,Underground,NonProducing,05/04/2010,0041211,"Alpha Natural Resources, Inc.",P22603,Marfork Coal Company Inc.,WV,46,81,Raleigh,3.0,Corporation,10/15/2009,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.364444,37.881111,72.0,,0.0,,0.0,,N,N,N,N,N,0,"Take Rt. 19 to Maple Fork Rd.  Turn right, travel to Rt. 1, over mountain, on other side take left onto Worman Road on left.  Travel up road, single lane for 1-1/2 miles to mine property",Whitesville
70991,4601337,No 4 Mine,C,Underground,Abandoned and Sealed,07/23/1986,C00880,Eastern Gas & Fuel Association,P15993,Nu East Mining Corp,WV,46,19,Fayette,3.0,Corporation,10/01/1984,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.35,38.1569,60.0,,0.0,,,,N,N,N,N,Y,0,,Montgomery
70992,4602560,Albright Preparation Plant,C,Facility,Abandoned,11/16/2009,0041211,"Alpha Natural Resources, Inc.",0051089,Kingwood Mining Company LLC,WV,46,77,Preston,1.0,Other,02/01/2003,C03,C0301,Morgantown WV Field Office,000097806,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,12/01/1983,N,,0,0.0,0.0,0.0,0.0,N,79.641666,39.488333,60.0,,,,0.0,,N,N,N,N,N,0,1/4 mile from Albright on Rt. 26,Albright
71002,4609346,Mooney Mountain 5 Seam Deep Mine,C,,New Mine,07/22/2009,,,,"Pocahontas Coal Company, LLC",WV,46,81,Raleigh,,,,C04,C0400,"Mt. Hope, WV",,,,,,,,,,,,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,Rhodell
71004,4602316,No 5 Mine,C,Underground,Abandoned,10/19/1971,C00081,Eagle Coal & Dock Company Inc,P00133,Eagle Coal & Dock Company Inc,WV,46,81,Raleigh,3.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
71042,4601594,No 3 Mine,C,Underground,Abandoned,07/11/1978,C00375,United  Company,P08940,Zapata Coal Corp,WV,46,45,Logan,3.0,Corporation,02/01/1978,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
71057,4609244,Randolph Mine,C,Underground,NonProducing,02/06/2012,0041211,"Alpha Natural Resources, Inc.",0086184,Inman Energy,WV,46,5,Boone,3.0,Corporation,12/08/2007,C04,C0406,Madison WV Field Office,000289865,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,5,0.0,0.0,1.0,12.0,N,81.69,38.118888,72.0,,0.0,,0.0,,N,N,N,N,N,38,WV Rt.3 approx. 1.5 miles southwest of Peytona near the Plant,Peytona
71059,4604500,Wharton No 11 Mine,C,Underground,Abandoned and Sealed,12/12/1986,C05313,Hanson PLC,P18547,Eastern Associated Coal Corp,WV,46,5,Boone,3.0,Corporation,05/15/1987,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1985,N,,0,,0.0,0.0,0.0,N,81.8169,37.8406,66.0,,0.0,,,,N,N,N,N,Y,0,,Wharton
71066,4605155,No 1 Mine,C,Underground,Abandoned and Sealed,06/10/1980,C03703,Muncy Hershel,P04495,Muncy Coal Company,WV,46,109,Wyoming,3.0,Other,01/01/1950,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,81.5736,37.0489,,,0.0,,,,N,N,N,N,N,0,,Pineville
71072,4606380,Mine 108,C,Surface,Abandoned,08/23/1982,C07797,Metec Acquisition Corp,P12034,Seamcoal Ltd,WV,46,47,Mcdowell,3.0,Other,09/01/1981,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,,,,,,0.0,0.0,,N,N,N,N,N,0,,Superior
71106,4608705,Coalburg No 6b,C,Underground,Abandoned and Sealed,06/22/2001,,,P06873,Hobet Mining Inc,WV,46,45,Logan,3.0,Other,03/01/1998,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,03/17/1998,N,,0,,,,0.0,N,81.8572,37.8856,60.0,,0.0,,,,N,N,N,N,N,0,,Sharples
71118,4604303,Freezeland Surface,C,Surface,Abandoned,06/09/1981,C01547,T W Oil Inc,P00225,White Ridge Coal Co Inc,WV,46,81,Raleigh,3.0,Other,12/03/1975,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
71127,4602834,Graff No 1 Strip Mine,C,Surface,Abandoned,01/26/1973,C00131,Bologna Ray,P00182,Bologna Mining Company,WV,46,9,Brooke,1.0,Other,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
71146,4602480,Hugo Mine (Strip),C,Surface,Abandoned,01/26/1973,C00061,Antulov Martin,P00110,A & H Coal Co Inc,WV,46,61,Monongalia,1.0,Other,01/01/1950,C03,C0300,"Morgantown, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
71148,4608955,Mine No. 2,C,Underground,Active,05/10/2012,C09864,Darvin  Rowe,0050101,"Resurrection Coal Company, Inc.",WV,46,47,Mcdowell,3.0,Corporation,04/12/2006,C12,C1201,Pineville WV Field Office,000289619,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,5,8.0,1.0,0.0,9.0,N,81.741666,37.375277,36.0,,0.0,,0.0,,N,N,N,N,N,46,"2.8 miles SE of Avondale, WV",Jolo
71156,4600743,No 6 Ug Mine,C,Underground,Abandoned,07/18/1974,C00598,Terry Coal Company,P00717,Terry Coal Company,WV,46,47,Mcdowell,3.0,Other,01/01/1950,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
71180,4604227,Lost Run Surface Mine,C,Surface,Abandoned,07/26/1982,C01101,Beasley Industries Inc,P01300,Peaker Run Coal Company Inc,WV,46,101,Webster,3.0,Other,06/24/1974,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.5,38.466666,50.0,,,,0.0,,N,N,N,N,N,0,,Bolair
71188,4606493,Surface No 2,C,Surface,Abandoned,09/03/1985,C11971,Miller Russell,P16936,W & E Logging & Coal Company,WV,46,67,Nicholas,2.0,Other,03/25/1985,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.673055,38.365,30.0,,,,1.0,,N,N,N,N,N,0,,Craigsville
71189,4606527,Rock Camp Strip,C,Surface,Abandoned,09/24/1986,C05156,Garland George Jr,P06187,Round Mountain Coal Company,WV,46,25,Greenbrier,3.0,Other,05/01/1982,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.5417,38.0547,,,,0.0,0.0,,N,N,N,N,Y,0,,Rupert
71193,4606836,#2 Mine,C,Facility,Abandoned,10/09/1987,C12601,Pierson David W,P18024,Pierson Lumber Company,WV,46,15,Clay,2.0,Other,09/15/1986,C04,C0402,Mt. Carbon WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.0494,38.4506,,,,,,,N,N,N,N,N,0,,Clay
71213,4603177,Mine No 1,C,Underground,Abandoned and Sealed,08/09/1983,C02508,Massey Energy Company,P17055,Alpine Development Company,WV,46,47,Mcdowell,3.0,Other,09/07/1985,C12,C1201,Pineville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.8083,37.3867,,,0.0,,,,N,N,N,N,N,0,,Paynesville
71238,4603948,No 3 Surface Mine,C,Surface,Abandoned,07/08/1975,C02508,Massey Energy Company,P02962,Winston Coal Company,WV,46,109,Wyoming,3.0,Other,12/01/1973,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
71251,4605405,No 1 Mine,C,Underground,Abandoned,01/31/1980,C00763,Carroll Preston W,P05229,Toler Coal Company,WV,46,109,Wyoming,3.0,Other,01/01/1977,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
71252,4608788,Brushy Fork Cedar Grove Sur Mine,C,Surface,Abandoned,06/04/2003,0041211,"Alpha Natural Resources, Inc.",P24044,Progress Coal,WV,46,81,Raleigh,3.0,Corporation,08/01/1999,C04,C0401,Mt. Hope WV Field Office,460878803501XKY,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,,,0.0,0.0,N,81.486111,37.918888,33.0,,,,,,N,Y,N,N,N,0,Approximately 2.3 Miles from Dorothy on County Road 3/1.,Dorothy
71257,4603483,No 1 Mine,C,Underground,Abandoned,08/02/1977,C02180,Gibson Clarence Jr,P02530,Gibson Coal Company,WV,46,59,Mingo,3.0,Other,04/27/1973,C12,C1200,"Pineville, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
71263,4609164,Eagle #1 Mine,C,Underground,Abandoned and Sealed,03/28/2012,0041211,"Alpha Natural Resources, Inc.",P23835,Mammoth Coal Company,WV,46,19,Fayette,3.0,Corporation,11/02/2009,C04,C0402,Mt. Carbon WV Field Office,000285139,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,81.29,38.156666,38.0,,0.0,,0.0,,N,N,N,N,N,18,"US Rt. 60, 1/2 mile West of Boomer, WV",Boomer
71292,4604968,No 1 Mine,C,Underground,Abandoned and Sealed,02/08/1984,C30842,Gunnoe Douglas,P30842,G & M Coals Inc,WV,46,19,Fayette,3.0,Other,01/01/1950,C04,C0401,Mt. Hope WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,0.0,N,80.883333,37.933333,,,0.0,,,,N,N,N,N,N,0,,Danese
71297,4605688,No 1 Surface,C,Surface,Abandoned and Sealed,10/23/1984,C02605,Anderson Arthur L,P07833,Triple A Coals Inc,WV,46,67,Nicholas,2.0,Other,07/01/1976,C04,C0403,Summersville WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,80.7694,38.3167,44.0,,,0.0,0.0,,N,N,N,N,N,0,,Summersville
71298,4605992,Homer III Processing,C,Facility,NonProducing,02/03/2012,0041211,"Alpha Natural Resources, Inc.",P21654,Independence Coal Company Inc.,WV,46,5,Boone,3.0,Corporation,03/21/2009,C04,C0406,Madison WV Field Office,000284220,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Never Had 103I Status,,N,,5,0.0,0.0,1.0,3.0,N,81.692777,38.114722,,,,,0.0,,N,N,N,N,N,20,"On Rt. 94, 3 mi. north of Drawdy Mt., between Peytona and Madison",Peytona
71299,4606015,River Dredge,C,Facility,Abandoned,05/15/1988,C13146,Halstead P J,P19008,Rio Coal Company Inc,WV,46,43,Lincoln,3.0,Other,06/24/1987,C04,C0406,Madison WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,82.0333,37.9694,,,,,,,N,N,N,N,N,0,,Ferrellsburg
71301,4604485,No 3 Mine,C,Underground,Abandoned,09/16/1975,C02536,Suffridge James S,P02966,Star Coal Company Inc,WV,46,67,Nicholas,2.0,Other,01/01/1950,C04,C0400,"Mt. Hope, WV",,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
71303,4606045,Brooks Run Processing Plant No 1,C,Facility,Active,06/24/1982,0041211,"Alpha Natural Resources, Inc.",0051081,Brooks Run Mining Company LLC,WV,46,101,Webster,3.0,Other,02/01/2003,C04,C0403,Summersville WV Field Office,000288728,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,7,12.0,2.0,2.0,62.0,N,80.635277,38.518888,,,,,0.0,,N,N,N,N,Y,0,"Rt. 19N, about 20 miles, take Old Turnpike Rd. on right, then 300 ft.. Take right on Old Mill Rd. approx. 4 miles, take right on Coal Company Property, about 1 mile to plant.",Cowen
71304,4606110,Freeport #3 Mine,C,Underground,Abandoned and Sealed,11/07/1985,C02783,Continental Resources & Mineral Corp,P05268,Mc Namee Resources Inc,WV,46,59,Mingo,3.0,Other,12/01/1979,C12,C1203,Logan WV Field Office,,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,82.2122,37.6897,72.0,,0.0,,,,N,N,N,N,N,0,,Williamson
71305,4606219,Rockford,C,Underground,Abandoned and Sealed,01/02/1986,C13229,Church Earvin,P19044,Starbo Coal Corp,WV,46,47,Mcdowell,3.0,Corporation,09/25/1987,C12,C1202,Princeton WV Field Office,460621903502,122200.0,Coal (Bituminous),1222.0,0.0,,,,,2.0,Coal,,,Removed From 103I Status,10/01/1981,N,,0,,,,0.0,N,81.5867,37.5661,50.0,,0.0,,,,N,N,N,N,N,0,,Havaco
